Superficie,Prix,Adresse,Image_url
1502.0,5000000.0,Dakar,https://images.coinafrique.com/thumb_5317276_uploaded_image1_1746695738.jpg
1502.0,4500000.0,Dakar,https://images.coinafrique.com/thumb_5316257_uploaded_image1_1746629650.jpg
1802.0,1500000.0,Dakar,https://images.coinafrique.com/thumb_5316212_uploaded_image1_1746628075.jpg
150.0,17000000.0,Rufisque,https://images.coinafrique.com/thumb_5315793_uploaded_image1_1746613574.jpg
3002.0,12600000.0,Dakar,https://images.coinafrique.com/thumb_5315752_uploaded_image1_1746612219.jpg
450.0,10700000.0,Dakar,https://images.coinafrique.com/thumb_5283010_uploaded_image1_1744727875.jpg
1872.0,12800000.0,Thies,https://images.coinafrique.com/thumb_5282886_uploaded_image1_1744723661.jpg
10000.0,350000000.0,Ngaparou,https://images.coinafrique.com/thumb_5314408_uploaded_image1_1746535936.jpg
213.0,14000000.0,Rufisque,https://images.coinafrique.com/thumb_5314233_uploaded_image1_1746530894.jpg
4502.0,12300000.0,Dakar,https://images.coinafrique.com/thumb_5309050_uploaded_image1_1746219503.jpg
300.0,12000000.0,Thies,https://images.coinafrique.com/thumb_5312894_uploaded_image1_1746455332.jpg
2252.0,15000000.0,Ndiass,https://images.coinafrique.com/thumb_5312743_uploaded_image1_1746450394.jpg
180.0,4500000.0,Thies,https://images.coinafrique.com/thumb_5312680_uploaded_image1_1746448731.jpg
150.0,13500000.0,Mamelles,https://images.coinafrique.com/thumb_5312351_uploaded_image1_1746438615.jpg
3002.0,35000000.0,Saly,https://images.coinafrique.com/thumb_5302779_uploaded_image1_1745912137.jpg
2252.0,3500000.0,Ndiass,https://images.coinafrique.com/thumb_5302613_uploaded_image1_1745890303.jpg
20000.0,75000.0,Mbour,https://images.coinafrique.com/thumb_5311788_uploaded_image1_1746394660.jpg
208.0,208000000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5269923_uploaded_image1_1744029973.jpg
3002.0,17000000.0,Saly,https://images.coinafrique.com/thumb_5310993_uploaded_image1_1746353766.jpg
,60000000.0,Dakar,https://images.coinafrique.com/thumb_5310455_uploaded_image1_1746304523.jpg
160.0,24400000.0,Almadies 2,https://images.coinafrique.com/thumb_5268859_uploaded_image1_1743966930.jpg
150.0,17000000.0,Dakar,https://images.coinafrique.com/thumb_5268836_uploaded_image1_1743965979.jpg
150.0,12000000.0,Dakar,https://images.coinafrique.com/thumb_5268762_uploaded_image1_1743962849.jpg
225.0,15000000.0,Diamniadio,https://images.coinafrique.com/thumb_5310346_uploaded_image2_1746296697.jpeg
7000000.0,13000.0,Thies,https://images.coinafrique.com/thumb_5310288_uploaded_image1_1746292622.jpg
1502.0,175.0,Dakar,https://images.coinafrique.com/thumb_5309283_uploaded_image1_1746238049.jpg
205.0,7500000.0,Saint Louis,https://images.coinafrique.com/thumb_5308946_uploaded_image1_1746215964.jpg
150.0,30000000.0,Keur Massar,https://images.coinafrique.com/thumb_5308482_uploaded_image1_1746199121.jpg
227.0,1400000.0,Thies,https://images.coinafrique.com/thumb_5308467_uploaded_image1_1746198359.jpg
200.0,55000000.0,Guediawaye,https://images.coinafrique.com/thumb_5308328_uploaded_image1_1746192874.jpg
270.0,370000.0,Thies,https://images.coinafrique.com/thumb_5308289_uploaded_image1_1746191560.jpg
10002.0,1350000000.0,Almadies,https://images.coinafrique.com/thumb_5307917_uploaded_image1_1746178461.jpg
518.0,40000000.0,Ngaparou,https://images.coinafrique.com/thumb_5307740_uploaded_image1_1746171375.jpg
150.0,10000000.0,Almadies 2,https://images.coinafrique.com/thumb_5307649_uploaded_image1_1746158593.jpg
200002.0,65000.0,Thies,https://images.coinafrique.com/thumb_5306717_uploaded_image1_1746112041.jpg
3002.0,9000000.0,Rufisque,https://images.coinafrique.com/thumb_5306669_uploaded_image2_1746108886.jpeg
10000.0,500000000.0,Thies,https://images.coinafrique.com/thumb_5305089_uploaded_image1_1746020884.jpg
20000.0,1000000000.0,Thies,https://images.coinafrique.com/thumb_5305070_uploaded_image1_1746020680.jpg
150.0,3200000.0,Thies,https://images.coinafrique.com/thumb_5282710_uploaded_image1_1744717079.jpg
180.0,4500000.0,Thies,https://images.coinafrique.com/thumb_5304675_uploaded_image1_1746006802.jpg
200.0,3000000.0,Thies,https://images.coinafrique.com/thumb_5303953_uploaded_image1_1745951960.jpg
