Type_annonce,Nombre_pieces,Prix,Adresse,Image_url
Vente,Non précisé,35000000,Dakar,https://images.coinafrique.com/thumb_5036868_uploaded_image1_1731259073.jpg
Vente,4,85000000,Ngaparou,https://images.coinafrique.com/thumb_4992699_uploaded_image1_1728901877.jpg
Location,6,1300009,Almadies,https://images.coinafrique.com/thumb_4992480_uploaded_image1_1728894982.jpg
Location,5,3000000,Fann,https://images.coinafrique.com/thumb_4992447_uploaded_image1_1728893563.jpg
Vente,15,70000000,Dakar,https://images.coinafrique.com/thumb_4991918_uploaded_image1_1728851757.jpg
Vente,8,Prixsurdemande,Keur Massar,https://images.coinafrique.com/thumb_5035903_uploaded_image1_1731186230.jpg
Vente,6,195000000,Mbour,https://images.coinafrique.com/thumb_5035747_uploaded_image1_1731177291.jpg
Vente,Non précisé,Prixsurdemande,Dakar,https://images.coinafrique.com/thumb_5035654_uploaded_image1_1731173260.jpg
Vente,3,90000000,Saly,https://images.coinafrique.com/thumb_5035423_uploaded_image1_1731159969.jpg
Vente,Non précisé,30000000,Rufisque,https://images.coinafrique.com/thumb_5018405_uploaded_image1_1730306342.jpg
Location,10,1900000,Fann,https://images.coinafrique.com/thumb_5034007_uploaded_image1_1731079584.jpg
Vente,Non précisé,90000000,Almadies 2,https://images.coinafrique.com/thumb_4986803_uploaded_image1_1728563741.jpg
Location,6,Prixsurdemande,Fann,https://images.coinafrique.com/thumb_4989947_uploaded_image1_1728732445.jpg
Vente,6,195000000,Ngaparou,https://images.coinafrique.com/thumb_5032648_uploaded_image1_1731021025.jpg
Vente,Non précisé,120000000,Dakar,https://images.coinafrique.com/thumb_5032580_uploaded_image1_1731016747.jpg
Location,15,3000000,Almadies,https://images.coinafrique.com/thumb_4989101_uploaded_image1_1728665471.jpg
Location,6,1400000,Almadies,https://images.coinafrique.com/thumb_4989068_uploaded_image1_1728664385.jpg
Vente,3,40000000,Mbao,https://images.coinafrique.com/thumb_5031960_uploaded_image1_1730994646.jpg
Vente,8,140000000,Mariste,https://images.coinafrique.com/thumb_4984643_uploaded_image1_1728473823.jpg
Vente,5,30000000,Thies,https://images.coinafrique.com/thumb_4984613_uploaded_image1_1728472722.jpg
Location,7,1500000,Dakar,https://images.coinafrique.com/thumb_5030939_uploaded_image1_1730950568.jpg
Location,13,1700000,Guediawaye,https://images.coinafrique.com/thumb_4987226_uploaded_image1_1728576197.jpg
Vente,10,300000000,Fann,https://images.coinafrique.com/thumb_4987204_uploaded_image1_1728575546.jpg
Location,8,1000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5030278_uploaded_image1_1730910961.jpg
Location,4,550000,Almadies,https://images.coinafrique.com/thumb_5029892_uploaded_image1_1730899843.jpg
Vente,Non précisé,18000000,Dakar,https://images.coinafrique.com/thumb_5029826_uploaded_image1_1730898066.jpg
Vente,5,120000000,Saint Louis,https://images.coinafrique.com/thumb_5029614_uploaded_image1_1730892172.jpg
Vente,Non précisé,215000000,Grand Yoff,https://images.coinafrique.com/thumb_5029463_uploaded_image1_1730887299.jpg
Location,20,Prixsurdemande,Almadies,https://images.coinafrique.com/thumb_4982254_uploaded_image1_1728371541.jpg
Location,6,1300000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4986356_uploaded_image1_1728549238.jpg
Location,7,850000,Sicap Liberté,https://images.coinafrique.com/thumb_5027454_uploaded_image1_1730794876.jpg
Vente,4,Prixsurdemande,Mbour,https://images.coinafrique.com/thumb_5027166_uploaded_image1_1730766422.jpg
Location,7,1200000,Ouest Foire,https://images.coinafrique.com/thumb_5015055_uploaded_image1_1730134212.jpg
Vente,6,Prixsurdemande,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4982869_uploaded_image1_1728391260.jpg
Vente,4,25000000,Malikounda,https://images.coinafrique.com/thumb_5025157_uploaded_image1_1730668438.jpg
Location,6,2500000,Hann Bel-Air,https://images.coinafrique.com/thumb_4981340_uploaded_image1_1728313482.jpg
Location,6,1300000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4981157_uploaded_image1_1728306551.jpg
Location,4,130000,Diamniadio,https://images.coinafrique.com/thumb_5024307_uploaded_image1_1730627758.jpg
Vente,3,135000000,Lac rose,https://images.coinafrique.com/thumb_5024253_uploaded_image1_1730623980.jpg
Vente,2,60000000,Lac rose,https://images.coinafrique.com/thumb_5024249_uploaded_image1_1730623667.jpg
Vente,Non précisé,90000000,Guediawaye,https://images.coinafrique.com/thumb_5023891_uploaded_image1_1730582847.jpg
Vente,4,73000000,Keur Massar,https://images.coinafrique.com/thumb_5023886_uploaded_image1_1730582649.jpg
Location,Non précisé,700000,Mamelles,https://images.coinafrique.com/thumb_5023515_uploaded_image2_1730563179.jpeg
Location,Non précisé,750000,Ouakam,https://images.coinafrique.com/thumb_5023258_uploaded_image1_1730551981.jpg
Location,10,2500000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5022511_uploaded_image1_1730504266.jpg
Location,6,27000000,Keur Massar,https://images.coinafrique.com/thumb_5021998_uploaded_image1_1730485422.jpg
Vente,6,525000000,Patte d'oie,https://images.coinafrique.com/thumb_5021400_uploaded_image1_1730462795.jpg
Location,6,1300000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4977831_uploaded_image1_1728079358.jpg
Location,5,250000,Rufisque,https://images.coinafrique.com/thumb_5019991_uploaded_image1_1730392101.jpg
Location,8,1600000,Almadies,https://images.coinafrique.com/thumb_4977138_uploaded_image1_1728050592.jpg
Vente,7,380000000,Fann,https://images.coinafrique.com/thumb_5019608_uploaded_image1_1730380604.jpg
Vente,Non précisé,110000000,Dakar,https://images.coinafrique.com/thumb_5019214_uploaded_image1_1730365558.jpg
Location,5,350000,Mbao,https://images.coinafrique.com/thumb_4975936_uploaded_image1_1727992392.jpg
Vente,11,80000000,Rufisque,https://images.coinafrique.com/thumb_5018482_uploaded_image1_1730308989.jpg
Location,6,600000,Mariste,https://images.coinafrique.com/thumb_5018279_uploaded_image1_1730300531.jpg
Location,6,550000,Mbao,https://images.coinafrique.com/thumb_4990077_uploaded_image1_1728737349.jpg
Vente,9,Prixsurdemande,Rufisque,https://images.coinafrique.com/thumb_5017625_uploaded_image1_1730275656.jpg
Vente,7,120000000,Keur Massar,https://images.coinafrique.com/thumb_5017121_uploaded_image1_1730239087.jpg
Vente,4,Prixsurdemande,Mbao,https://images.coinafrique.com/thumb_5017107_uploaded_image1_1730237406.jpg
Vente,1,150000000,Damel,https://images.coinafrique.com/thumb_5016250_uploaded_image1_1730205964.jpg
Vente,4,42000000,Keur Massar,https://images.coinafrique.com/thumb_5015936_uploaded_image1_1730195421.jpg
Location,5,950000,Sacré-Coeur,https://images.coinafrique.com/thumb_5015476_uploaded_image1_1730157932.jpg
Location,6,Prixsurdemande,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4971419_uploaded_image1_1727815731.jpg
Vente,2,170000000,Sicap Liberté,https://images.coinafrique.com/thumb_4970632_uploaded_image1_1727790215.jpg
vente,Non précisé,250000000,Sacré-Coeur,https://images.coinafrique.com/thumb_4974783_uploaded_image1_1727958291.jpg
Vente,6,97000000,Sicap Liberté,https://images.coinafrique.com/thumb_5014451_uploaded_image1_1730110394.jpg
Vente,5,200000000,Mbour,https://images.coinafrique.com/thumb_5014372_uploaded_image1_1730107126.jpg
Vente,3,28000000,Diamniadio,https://images.coinafrique.com/thumb_5014355_uploaded_image1_1730106203.jpg
Villa,Non précisé,89000000,Ngaparou,https://images.coinafrique.com/thumb_4964659_uploaded_image1_1727440945.14.jpeg
Villa,Non précisé,466000000,Ngaparou,https://images.coinafrique.com/thumb_4964664_uploaded_image1_1727441077.2.jpeg
Vente,5,200000000,Mbour,https://images.coinafrique.com/thumb_5012728_uploaded_image1_1729971970.jpg
Vente,8,63000000,Rufisque,https://images.coinafrique.com/thumb_4971186_uploaded_image1_1727807135.jpg
Vente,8,450000000,Point E,https://images.coinafrique.com/thumb_5012306_uploaded_image1_1729946735.jpg
Location,8,1500000,Ouest Foire,https://images.coinafrique.com/thumb_5012105_uploaded_image1_1729936643.jpg
Location,8,1800000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4962526_uploaded_image1_1727312647.jpg
Location,6,1800000,Almadies,https://images.coinafrique.com/thumb_4962517_uploaded_image1_1727312089.jpg
Vente,Non précisé,1300000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5011534_uploaded_image1_1729883959.jpg
Location,9,3000000,Almadies,https://images.coinafrique.com/thumb_4962482_uploaded_image1_1727309232.jpg
Vente,5,50000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5010114_uploaded_image1_1729802755.jpg
Vente,14,1000000,Dakar,https://images.coinafrique.com/thumb_5009380_uploaded_image1_1729775597.jpg
Vente,1,250000000,Damel,https://images.coinafrique.com/thumb_5009216_uploaded_image1_1729770369.jpg
location,5,1300000,Ngor,https://images.coinafrique.com/thumb_4984572_uploaded_image1_1728471573.jpg
Vente,Non précisé,70000000,Guediawaye,https://images.coinafrique.com/thumb_5008596_uploaded_image1_1729733301.jpg
Location,6,3000000,Almadies,https://images.coinafrique.com/thumb_4958781_uploaded_image1_1727139399.jpg
Vente,4,55000000,Mbao,https://images.coinafrique.com/thumb_5008519_uploaded_image1_1729726981.jpg
Vente,4,55000000,Sipres,https://images.coinafrique.com/thumb_5008515_uploaded_image1_1729726713.jpg
Location,3,80000,Saly,https://images.coinafrique.com/thumb_4962246_uploaded_image1_1727299225.jpg
Location,5,110000,Saly,https://images.coinafrique.com/thumb_4962229_uploaded_image1_1727298697.jpg
Location,7,420000,Mbao,https://images.coinafrique.com/thumb_4957935_uploaded_image1_1727103617.jpg
Location,7,1600000,Hann Bel-Air,https://images.coinafrique.com/thumb_4980937_uploaded_image1_1728299634.jpg
Vente,6,200000000,Sicap Liberté,https://images.coinafrique.com/thumb_4958783_uploaded_image1_1727139474.jpg
Vente,6,250000000,Ngaparou,https://images.coinafrique.com/thumb_5003534_uploaded_image1_1729471779.jpg
Vente,Non précisé,110000000,Medina,https://images.coinafrique.com/thumb_5003218_uploaded_image1_1729453186.jpg
Vente,6,175000000,Ouest Foire,https://images.coinafrique.com/thumb_5003185_uploaded_image1_1729451099.jpg
Location,6,3000000,Almadies,https://images.coinafrique.com/thumb_4954391_uploaded_image1_1726877846.jpg
Location,6,3000000,Almadies,https://images.coinafrique.com/thumb_4954328_uploaded_image1_1726875271.jpg
Location,5,1000000,Almadies,https://images.coinafrique.com/thumb_5001919_uploaded_image1_1729353355.jpg
Location,6,800000,Yoff,https://images.coinafrique.com/thumb_4956126_uploaded_image1_1727010273.jpg
Vente,12,190000000,Ngor,https://images.coinafrique.com/thumb_4956124_uploaded_image1_1727010040.jpg
Location,5,1500000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4952698_uploaded_image1_1726789441.jpg
Location,9,1800000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4952752_uploaded_image1_1726789287.jpg
Vente,Non précisé,400000000,Sicap Liberté,https://images.coinafrique.com/thumb_5000552_uploaded_image1_1729260837.jpg
Vente,7,80000000,Ngaparou,https://images.coinafrique.com/thumb_4956803_uploaded_image1_1727046270.jpg
Location,5,1500000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4949390_uploaded_image1_1726619607.jpg
Vente,5,50000000,Guediawaye,https://images.coinafrique.com/thumb_4999585_uploaded_image1_1729206318.jpg
Vente,12,395000000,Dakar,https://images.coinafrique.com/thumb_4989036_uploaded_image1_1728663070.jpg
Vente,Non précisé,180000000,Mbour,https://images.coinafrique.com/thumb_4948329_uploaded_image1_1726577592.06.jpeg
Belle,7,550000,Dakar,https://images.coinafrique.com/thumb_4998362_uploaded_image1_1729155979.jpg
Vente,4,47000000,Mbao,https://images.coinafrique.com/thumb_4961964_uploaded_image1_1727285883.jpg
Vente,5,150000000,Saly,https://images.coinafrique.com/thumb_4997372_uploaded_image1_1729101365.jpg
Vente,Non précisé,100000000,Dakar,https://images.coinafrique.com/thumb_4997303_uploaded_image1_1729099303.jpg
Vente,8,90000000,Lac rose,https://images.coinafrique.com/thumb_4987178_uploaded_image1_1728574287.jpg
Vente,4,94000000,Dakar,https://images.coinafrique.com/thumb_4996770_uploaded_image1_1729083581.jpg
Vente,3,40000000,Fass,https://images.coinafrique.com/thumb_4996603_uploaded_image1_1729078530.jpg
Location,3,250000,Almadies 2,https://images.coinafrique.com/thumb_4951377_uploaded_image1_1726739100.jpg
Vente,11,350000000,Dakar,https://images.coinafrique.com/thumb_4951369_uploaded_image1_1726738483.jpg
Location,12,2000000,Dakar,https://images.coinafrique.com/thumb_4996438_uploaded_image1_1729073342.jpg
Location,6,1000000,Dakar,https://images.coinafrique.com/thumb_4976595_uploaded_image1_1728032836.jpg
Vente,3,28000000,Grand Yoff,https://images.coinafrique.com/thumb_4996142_uploaded_image1_1729061144.jpg
Location,9,1200000,Ouakam,https://images.coinafrique.com/thumb_4947579_uploaded_image1_1726530345.jpg
Location,5,1200000,Yoff,https://images.coinafrique.com/thumb_4950723_uploaded_image1_1726686214.jpg
Vente,4,45000000,Rufisque,https://images.coinafrique.com/thumb_4995275_uploaded_image1_1729009738.jpg
Vente,8,Prixsurdemande,Keur Massar,https://images.coinafrique.com/thumb_4995012_uploaded_image1_1728999991.jpg
Location,5,800000,Dakar,https://images.coinafrique.com/thumb_4949781_uploaded_image1_1726654010.jpg
vente,8,55000000,Keur Massar,https://images.coinafrique.com/thumb_4994162_uploaded_image1_1728954797.jpg
Vente,4,135000000,Ngaparou,https://images.coinafrique.com/thumb_4993703_uploaded_image1_1728932396.jpg
Location,5,275000,Mbao,https://images.coinafrique.com/thumb_4945552_uploaded_image1_1726420147.jpg
Vente,Non précisé,255000000,Dakar,https://images.coinafrique.com/thumb_4991307_uploaded_image1_1728819383.jpg
Vente,3,20000000,Grand Yoff,https://images.coinafrique.com/thumb_4989658_uploaded_image1_1728714732.jpg
Vente,6,55000000,Mbour,https://images.coinafrique.com/thumb_4989499_uploaded_image1_1728687835.jpg
Vente,7,150000000,Mbour,https://images.coinafrique.com/thumb_4989456_uploaded_image1_1728684544.jpg
Location,6,160000,Rufisque,https://images.coinafrique.com/thumb_4989322_uploaded_image1_1728676519.jpg
Vente,3,25000000,Dakar,https://images.coinafrique.com/thumb_4989123_uploaded_image1_1728666421.jpg
Vente,4,45000000,Mbao,https://images.coinafrique.com/thumb_4988657_uploaded_image1_1728655861.jpg
Vente,Non précisé,40000000,Guediawaye,https://images.coinafrique.com/thumb_4988646_uploaded_image1_1728654960.jpg
Location,5,2800000,Almadies,https://images.coinafrique.com/thumb_4943192_uploaded_image1_1726246339.jpg
Vente,Non précisé,775000000,Almadies,https://images.coinafrique.com/thumb_4986903_uploaded_image1_1728566167.jpg
Vente,2,28000000,Diamniadio,https://images.coinafrique.com/thumb_4986413_uploaded_image1_1728551081.jpg
Vente,8,1000000000,Point E,https://images.coinafrique.com/thumb_4986013_uploaded_image1_1728526833.jpg
Location,6,1500000,Mamelles,https://images.coinafrique.com/thumb_4985855_uploaded_image1_1728515653.jpg
Vente,4,85000000,Ngaparou,https://images.coinafrique.com/thumb_4941400_uploaded_image1_1726160979.jpg
Location,5,800000,Dakar,https://images.coinafrique.com/thumb_4941034_uploaded_image1_1726148928.jpg
Vente,Non précisé,250000000,Yoff,https://images.coinafrique.com/thumb_4983919_uploaded_image1_1728428661.jpg
Vente,6,300000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4939806_uploaded_image1_1726085161.jpg
Vente,Non précisé,45000000,Guediawaye,https://images.coinafrique.com/thumb_4983441_uploaded_image1_1728408564.jpg
Vente,7,1200000000,Almadies,https://images.coinafrique.com/thumb_4983427_uploaded_image1_1728407988.jpg
Location,5,2000000,Dakar Plateau,https://images.coinafrique.com/thumb_4983335_uploaded_image1_1728404808.jpg
Vente,4,26000000,Dakar,https://images.coinafrique.com/thumb_4983292_uploaded_image1_1728403635.jpg
Vente,6,325000000,Lac rose,https://images.coinafrique.com/thumb_4981670_uploaded_image1_1728328921.jpg
Vente,Non précisé,700000000,Sicap Liberté,https://images.coinafrique.com/thumb_4980414_uploaded_image1_1728257009.jpg
Vente,5,85000000,Dakar,https://images.coinafrique.com/thumb_4978718_uploaded_image1_1728139240.jpg
Vente,4,45000000,Rufisque,https://images.coinafrique.com/thumb_4977334_uploaded_image1_1728056541.jpg
Vente,6,115000000,Pikine,https://images.coinafrique.com/thumb_4977097_uploaded_image1_1728049253.jpg
Location,3,6000000,Dakar,https://images.coinafrique.com/thumb_4976972_uploaded_image1_1728043489.jpg
Vente,6,170000000,Ouest Foire,https://images.coinafrique.com/thumb_4928120_uploaded_image1_1725488136.jpg
Vente,Non précisé,Prixsurdemande,Sicap Liberté,https://images.coinafrique.com/thumb_4976051_uploaded_image1_1727997457.jpg
Location,3,200000,Mbour,https://images.coinafrique.com/thumb_4975918_uploaded_image1_1727991509.jpg
Vente,10,200000000,Mariste,https://images.coinafrique.com/thumb_4975630_uploaded_image1_1727980687.jpg
Location,5,2500000,Dakar Plateau,https://images.coinafrique.com/thumb_4975076_uploaded_image1_1727966257.jpg
Location,6,1500000,Mamelles,https://images.coinafrique.com/thumb_4973813_uploaded_image1_1727910031.jpg
Vente,4,70000000,Rufisque,https://images.coinafrique.com/thumb_4973421_uploaded_image1_1727895465.jpg
Vente,5,150000000,Sacré-Coeur,https://images.coinafrique.com/thumb_4973372_uploaded_image1_1727893598.jpg
Location,4,1000000,Ngaparou,https://images.coinafrique.com/thumb_4973169_uploaded_image1_1727887518.jpg
Location,6,1000000,Sacré-Coeur,https://images.coinafrique.com/thumb_4929429_uploaded_image1_1725548000.jpg
Location,7,850000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4924853_uploaded_image1_1725362747.jpg
Location,6,500000,Diamniadio,https://images.coinafrique.com/thumb_4972370_uploaded_image1_1727866297.jpg
location,4,700000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4971768_uploaded_image1_1727838250.jpg
location,9,1400000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4971763_uploaded_image1_1727837762.jpg
Vente,6,300000000,Ngaparou,https://images.coinafrique.com/thumb_4923858_uploaded_image1_1725307944.jpg
Vente,11,130000000,Almadies 2,https://images.coinafrique.com/thumb_4971200_uploaded_image1_1727807440.jpg
Location,5,1800000,Dakar,https://images.coinafrique.com/thumb_4927564_uploaded_image1_1725467483.jpg
Location,5,800000,Dakar,https://images.coinafrique.com/thumb_4927302_uploaded_image1_1725458879.jpg
Vente,6,100000000,Almadies 2,https://images.coinafrique.com/thumb_4922937_uploaded_image1_1725280103.jpg
Location,5,1500000,Mariste,https://images.coinafrique.com/thumb_4921551_uploaded_image1_1725205486.jpg
Location,6,700000,Sicap foire,https://images.coinafrique.com/thumb_4970482_uploaded_image1_1727787283.jpg
Vente,15,135000000,Sicap foire,https://images.coinafrique.com/thumb_4926983_uploaded_image1_1725449991.jpg
Villa,Non précisé,180000000,Mbour,https://images.coinafrique.com/thumb_4936814_uploaded_image1_1725962501.47.jpeg
Villa,Non précisé,35000000,Mboro,https://images.coinafrique.com/thumb_4936833_uploaded_image1_1725962728.65.jpeg
vente,Non précisé,110000000,Dakar,https://images.coinafrique.com/thumb_4969947_uploaded_image1_1727774750.jpg
Location,7,1500000,Dakar,https://images.coinafrique.com/thumb_4969582_uploaded_image1_1727753017.jpg
Vente,8,70000000,Guediawaye,https://images.coinafrique.com/thumb_4921700_uploaded_image1_1725211443.jpg
Vente,5,29000000,Keur Massar,https://images.coinafrique.com/thumb_4921676_uploaded_image1_1725210446.jpg
Vente,5,180000000,Dakar,https://images.coinafrique.com/thumb_4921623_uploaded_image1_1725208417.jpg
Vente,8,145000000,Pikine,https://images.coinafrique.com/thumb_4921607_uploaded_image1_1725207669.jpg
Location,6,350000,Diamniadio,https://images.coinafrique.com/thumb_4925589_uploaded_image1_1725384945.jpg
Vente,9,145000000,Diamalaye 2,https://images.coinafrique.com/thumb_4921380_uploaded_image1_1725198014.jpg
Vente,8,90000000,Saly,https://images.coinafrique.com/thumb_4921323_uploaded_image1_1725196415.jpg
Vente,8,19000000,Mbour,https://images.coinafrique.com/thumb_4921261_uploaded_image1_1725194077.jpg
Vente,7,60000000,Dakar,https://images.coinafrique.com/thumb_4921242_uploaded_image1_1725193518.jpg
Vente,4,32000000,Ngaparou,https://images.coinafrique.com/thumb_4921132_uploaded_image1_1725189734.jpg
location,5,800000,Sicap Liberté,https://images.coinafrique.com/thumb_4968017_uploaded_image1_1727685812.jpg
Vente,12,1350000000,Dieuppeul-Derklé,https://images.coinafrique.com/thumb_4967433_uploaded_image1_1727634950.jpg
Location,4,350000000,Keur Massar,https://images.coinafrique.com/thumb_4966368_uploaded_image1_1727552360.jpg
Location,6,3000000,Point E,https://images.coinafrique.com/thumb_4917658_uploaded_image1_1724977111.jpg
Location,6,1500000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4917644_uploaded_image1_1724976162.jpg
Location,5,300000000,Yoff,https://images.coinafrique.com/thumb_4917661_uploaded_image1_1724977343.jpg
Vente,Non précisé,839000000,Mbour,https://images.coinafrique.com/thumb_4943105_uploaded_image1_1726241694.78.jpeg
Vente,Non précisé,149000000,Mbour,https://images.coinafrique.com/thumb_4943102_uploaded_image1_1726241501.17.jpeg
Vente,7,550000000,Mamelles,https://images.coinafrique.com/thumb_4965451_uploaded_image1_1727474823.jpg
Location,4,450000,Dakar,https://images.coinafrique.com/thumb_4964691_uploaded_image1_1727442146.jpg
Vente,Non précisé,250000000,Sacré-Coeur,https://images.coinafrique.com/thumb_4930921_uploaded_image1_1725619463.15.jpeg
Villa,Non précisé,130000000,Ngor,https://images.coinafrique.com/thumb_4924678_uploaded_image1_1725358240.97.jpeg
Villa,Non précisé,18000000,Mbao,https://images.coinafrique.com/thumb_4924690_uploaded_image1_1725358463.4.jpeg
Vente,4,30000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4963834_uploaded_image1_1727382341.jpg
Location,7,850000,Sacré-Coeur,https://images.coinafrique.com/thumb_4915524_uploaded_image1_1724858233.jpg
Vente,4,250000000,Sicap Liberté,https://images.coinafrique.com/thumb_4918429_uploaded_image1_1725029212.jpg
Villa,Non précisé,70000000,Patte d'oie,https://images.coinafrique.com/thumb_4918166_uploaded_image1_1725018557.99.jpeg
Vente,5,170000000,Diamniadio,https://images.coinafrique.com/thumb_4917254_uploaded_image1_1724955020.jpg
Vente,8,80000000,Almadies 2,https://images.coinafrique.com/thumb_4917101_uploaded_image1_1724948950.jpg
Duplex,Non précisé,900000,Yoff,https://images.coinafrique.com/thumb_4942998_uploaded_image1_1726237952.6.jpeg
Vente,9,385000000,Sicap Liberté,https://images.coinafrique.com/thumb_4916232_uploaded_image1_1724902541.jpg
Vente,3,23000000,Rufisque,https://images.coinafrique.com/thumb_4912815_uploaded_image1_1724718348.jpg
Vente,9,88000000,Mbour,https://images.coinafrique.com/thumb_4912706_uploaded_image1_1724712379.jpg
Vente,4,100000000,Saly,https://images.coinafrique.com/thumb_4912681_uploaded_image1_1724711934.jpg
Vente,3,258000000,Saly,https://images.coinafrique.com/thumb_4960265_uploaded_image1_1727207870.jpg
Vente,6,100000000,Mbao,https://images.coinafrique.com/thumb_4912234_uploaded_image1_1724692418.jpg
Vente,3,20000000,Dakar Plateau,https://images.coinafrique.com/thumb_4959942_uploaded_image1_1727197157.jpg
Vente,3,35000000,Saly,https://images.coinafrique.com/thumb_4911883_uploaded_image1_1724680200.jpg
Location,10,4000000,Almadies,https://images.coinafrique.com/thumb_4911873_uploaded_image1_1724679820.jpg
Vente,5,500000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4915070_uploaded_image1_1724841684.jpg
vente,4,183000000,Diamniadio,https://images.coinafrique.com/thumb_4959247_uploaded_image1_1727174823.jpg
Vente,8,95000000,Mbao,https://images.coinafrique.com/thumb_4913687_uploaded_image1_1724769218.jpg
Vente,6,300000000,Ngor,https://images.coinafrique.com/thumb_4913582_uploaded_image1_1724764852.jpg
Vente,8,95000000,Mbao,https://images.coinafrique.com/thumb_4913579_uploaded_image1_1724764719.jpg
Location,9,2000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4913479_uploaded_image1_1724760761.jpg
Vente,1,170000000,Ouakam,https://images.coinafrique.com/thumb_4913366_uploaded_image1_1724757515.jpg
Location,9,450000,Mbao,https://images.coinafrique.com/thumb_4912747_uploaded_image1_1724713624.jpg
Location,6,350000,Mbao,https://images.coinafrique.com/thumb_4912574_uploaded_image1_1724708059.jpg
Vente,15,165000000,Ouest Foire,https://images.coinafrique.com/thumb_4956529_uploaded_image1_1727031747.jpg
Vente,26,120000000,Grand Yoff,https://images.coinafrique.com/thumb_4956238_uploaded_image1_1727015780.jpg
Location,8,2000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4911391_uploaded_image1_1724662654.jpg
Vente,8,450,Guediawaye,https://images.coinafrique.com/thumb_4955602_uploaded_image1_1726965871.jpg
Vente,12,190000000,Almadies,https://images.coinafrique.com/thumb_4955291_uploaded_image1_1726942684.jpg
Location,Non précisé,3000000,Almadies,https://images.coinafrique.com/thumb_4907235_uploaded_image1_1724370382.jpg
Location,11,2000000,Ouest Foire,https://images.coinafrique.com/thumb_4907186_uploaded_image1_1724369204.jpg
Vente,5,100000000,Ngaparou,https://images.coinafrique.com/thumb_4954927_uploaded_image1_1726924648.jpg
vente,5,130000000,Mbao,https://images.coinafrique.com/thumb_4954918_uploaded_image1_1726924198.jpg
Vente,10,110000000,Saly,https://images.coinafrique.com/thumb_4954914_uploaded_image1_1726923807.jpg
Vente,10,60000,Mbao,https://images.coinafrique.com/thumb_4954860_uploaded_image1_1726920234.jpg
Location,11,2000000,Ouest Foire,https://images.coinafrique.com/thumb_4905558_uploaded_image1_1724284799.jpg
Location,7,2000000,Mamelles,https://images.coinafrique.com/thumb_4953858_uploaded_image1_1726850496.jpg
Location,7,2000000,Mamelles,https://images.coinafrique.com/thumb_4953826_uploaded_image1_1726849796.jpg
Vente,10,55000000,Parcelle Assainies,https://images.coinafrique.com/thumb_4952768_uploaded_image1_1726789911.jpg
Vente,10,160000000,Parcelle Assainies,https://images.coinafrique.com/thumb_4952693_uploaded_image1_1726787114.jpg
Vente,3,40000000,Thies,https://images.coinafrique.com/thumb_4904929_uploaded_image1_1724254768.jpg
Vente,6,190000000,Mariste,https://images.coinafrique.com/thumb_4907404_uploaded_image1_1724386678.jpg
Location,4,600000,Saly,https://images.coinafrique.com/thumb_4950490_uploaded_image1_1726674571.jpg
Vente,5,170000000,Hann Bel-Air,https://images.coinafrique.com/thumb_4902245_uploaded_image1_1724107996.jpg
Vente,5,250000000,Sipres,https://images.coinafrique.com/thumb_4902096_uploaded_image1_1724101456.jpg
Vente,7,90000000,Ngaparou,https://images.coinafrique.com/thumb_4902105_uploaded_image1_1724101700.jpg
Vente,4,90000000,Saly,https://images.coinafrique.com/thumb_4902081_uploaded_image1_1724100941.jpg
Vente,7,95000000,Mbao,https://images.coinafrique.com/thumb_4902006_uploaded_image1_1724098305.jpg
Vente,3,7000000,Rufisque,https://images.coinafrique.com/thumb_4901992_uploaded_image1_1724096572.jpg
Location,3,450000,Mbour,https://images.coinafrique.com/thumb_4948831_uploaded_image1_1726594250.jpg
Vente,40,210000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4948709_uploaded_image1_1726590356.jpg
Vente,3,33900000,Kaolack,https://images.coinafrique.com/thumb_4948150_uploaded_image1_1726571703.jpg
Vente,7,85000000,Parcelle Assainies,https://images.coinafrique.com/thumb_4947671_uploaded_image1_1726544327.jpg
